district_name,num_transactions,transaction_amount_rupees,year,state_name,quarter
bagalkote district,2852266,5776387765.783536,2020,karnataka,3
vijayapura district,3761144,8003746941.635164,2020,karnataka,3
koppal district,2037116,4024163868.9327297,2020,karnataka,3
bidar district,3305705,6687478292.352659,2020,karnataka,3
bengaluru rural district,7596076,11770793408.192162,2020,karnataka,3
raichur district,3282229,7181366788.459692,2020,karnataka,3
chamarajanagara district,931206,1800992219.5249476,2020,karnataka,3
dakshina kannada district,5509516,10219448161.55705,2020,karnataka,3
hassan district,3100603,6405222177.752996,2020,karnataka,3
dharwad district,6653211,10834407900.60387,2020,karnataka,3
shivamogga district,4533533,8599350580.438519,2020,karnataka,3
udupi district,1879859,2765993461.2813215,2020,karnataka,3
gadag district,1516661,2753533726.27555,2020,karnataka,3
mysuru district,14314966,24721321665.945152,2020,karnataka,4
chitradurga district,3837391,7600991609.367609,2020,karnataka,4
kalaburagi district,6040954,12627718005.276012,2020,karnataka,4
ramanagara district,5702541,10176732532.120983,2020,karnataka,4
mandya district,4908339,10250617415.246532,2020,karnataka,4
kodagu district,1378387,2414955954.5999603,2020,karnataka,4
chikkamagaluru district,2641832,4992605338.457241,2020,karnataka,4
haveri district,2426895,4543883457.159707,2020,karnataka,4
ballari district,9772557,18739492904.576576,2020,karnataka,4
belagavi district,10147281,18131720291.443623,2020,karnataka,4
kolar district,7877407,14873069326.116919,2020,karnataka,4
uttara kannada district,2667563,4460758062.022853,2020,karnataka,4
tumakuru district,8893778,16914412572.224335,2020,karnataka,4
yadgir district,1767141,4394551584.79969,2020,karnataka,4
bengaluru urban district,267720411,352536741958.4486,2020,karnataka,4
chikkaballapura district,4952668,10592481164.6092,2020,karnataka,4
davanagere district,7262656,14015672346.829773,2020,karnataka,4
bagalkote district,4166298,8472795712.359591,2020,karnataka,4
vijayapura district,5433260,11453048337.939936,2020,karnataka,4
koppal district,3144655,6272905723.2932205,2020,karnataka,4
bidar district,4874329,10175605486.384695,2020,karnataka,4
bengaluru rural district,11780762,18175304366.25715,2020,karnataka,4
raichur district,4812779,10512812486.905113,2020,karnataka,4
chamarajanagara district,1419599,2862512344.8971806,2020,karnataka,4
dakshina kannada district,7794258,13295138020.866743,2020,karnataka,4
hassan district,4590150,9743350925.375175,2020,karnataka,4
dharwad district,9872445,15011234195.50343,2020,karnataka,4
shivamogga district,6063929,11470058678.184986,2020,karnataka,4
udupi district,3017320,4525865271.057199,2020,karnataka,4
gadag district,2254433,4078340826.749055,2020,karnataka,4
mysuru district,331051,515455840.3810141,2018,karnataka,1
chitradurga district,86333,121914949.95121673,2018,karnataka,1
kalaburagi district,152325,212180924.393686,2018,karnataka,1
ramanagara district,124329,195057353.0378645,2018,karnataka,1
mandya district,105447,141585191.42723837,2018,karnataka,1
kodagu district,23443,42386913.56106545,2018,karnataka,1
chikkamagaluru district,56698,79877643.751937,2018,karnataka,1
haveri district,62962,73634849.47856122,2018,karnataka,1
ballari district,218492,317208290.2209056,2018,karnataka,1
belagavi district,265382,286997207.16189647,2018,karnataka,1
kolar district,133622,167783200.2327131,2018,karnataka,1
uttara kannada district,84133,106664202.9083384,2018,karnataka,1
tumakuru district,177987,260985866.64781785,2018,karnataka,1
yadgir district,44863,77395671.09263033,2018,karnataka,1
bengaluru urban district,8306513,14162750303.06484,2018,karnataka,1
chikkaballapura district,114026,164073011.9008005,2018,karnataka,1
davanagere district,137819,169137586.6290862,2018,karnataka,1
bagalkote district,137750,130764471.85886697,2018,karnataka,1
vijayapura district,140665,175198952.32641873,2018,karnataka,1
koppal district,63835,79650000.28856131,2018,karnataka,1
bidar district,148528,219204065.8266272,2018,karnataka,1
bengaluru rural district,187325,307037188.47050476,2018,karnataka,1
raichur district,131182,181240414.70697537,2018,karnataka,1
chamarajanagara district,32011,35620369.65107579,2018,karnataka,1
dakshina kannada district,185407,270072282.10085386,2018,karnataka,1
hassan district,88635,134541685.05605823,2018,karnataka,1
dharwad district,204568,231336487.17577106,2018,karnataka,1
shivamogga district,110195,155561860.94620705,2018,karnataka,1
udupi district,102236,144516000.63165635,2018,karnataka,1
gadag district,59137,58062529.1315764,2018,karnataka,1
mysuru district,447047,897691678.2669395,2018,karnataka,2
chitradurga district,126138,240516730.56177408,2018,karnataka,2
kalaburagi district,225202,465136527.93587565,2018,karnataka,2
ramanagara district,180632,356041712.35851943,2018,karnataka,2
mandya district,146602,280805271.0157244,2018,karnataka,2
kodagu district,39093,83410947.73702285,2018,karnataka,2
chikkamagaluru district,86011,153982332.69983456,2018,karnataka,2
haveri district,85932,138186428.15616366,2018,karnataka,2
ballari district,312869,626895300.6322386,2018,karnataka,2
belagavi district,361190,565399486.7143972,2018,karnataka,2
kolar district,185633,334688753.0247266,2018,karnataka,2
uttara kannada district,115613,189355614.690955,2018,karnataka,2
tumakuru district,259255,486561374.7814332,2018,karnataka,2
yadgir district,66639,170819659.69297707,2018,karnataka,2
bengaluru urban district,11916035,23824727965.49048,2018,karnataka,2
chikkaballapura district,156443,317528991.04639685,2018,karnataka,2
davanagere district,195484,338624047.55587566,2018,karnataka,2
bagalkote district,170303,258874636.43210196,2018,karnataka,2
vijayapura district,189029,345417220.31850344,2018,karnataka,2
koppal district,90682,159663391.41499817,2018,karnataka,2
bidar district,201824,419997599.5748527,2018,karnataka,2
bengaluru rural district,277565,586804990.4033923,2018,karnataka,2
raichur district,190132,380694550.21686906,2018,karnataka,2
chamarajanagara district,45985,74364597.81797275,2018,karnataka,2
dakshina kannada district,262880,453188212.400241,2018,karnataka,2
hassan district,131643,281290645.775151,2018,karnataka,2
dharwad district,280837,449174522.00529456,2018,karnataka,2
shivamogga district,152407,283096644.17995495,2018,karnataka,2
udupi district,138827,240375464.3765934,2018,karnataka,2
gadag district,78515,112264784.02529755,2018,karnataka,2
mysuru district,637275,1288891514.5700188,2018,karnataka,3
chitradurga district,178075,364428579.91914105,2018,karnataka,3
kalaburagi district,322364,646610249.5756959,2018,karnataka,3
ramanagara district,250107,531708693.80836976,2018,karnataka,3
mandya district,215192,435712260.636139,2018,karnataka,3
kodagu district,50067,101894557.14789373,2018,karnataka,3
chikkamagaluru district,117401,222659779.46996915,2018,karnataka,3
haveri district,123816,208898170.04147172,2018,karnataka,3
ballari district,466759,923310407.3267276,2018,karnataka,3
belagavi district,533530,845527722.6769543,2018,karnataka,3
kolar district,306174,575358671.1529725,2018,karnataka,3
uttara kannada district,158965,245792251.0064874,2018,karnataka,3
tumakuru district,360361,761725760.4228042,2018,karnataka,3
yadgir district,94615,238773314.8823272,2018,karnataka,3
bengaluru urban district,18405424,33812835282.27632,2018,karnataka,3
chikkaballapura district,206995,455657587.43727696,2018,karnataka,3
davanagere district,262775,492038963.89301944,2018,karnataka,3
bagalkote district,261382,386799858.107288,2018,karnataka,3
vijayapura district,282023,544199069.9645602,2018,karnataka,3
koppal district,137612,266476549.3538421,2018,karnataka,3
bidar district,305909,592567176.6178123,2018,karnataka,3
bengaluru rural district,436757,912516659.1974224,2018,karnataka,3
raichur district,261036,534240617.6416866,2018,karnataka,3
chamarajanagara district,67825,117401392.08948684,2018,karnataka,3
dakshina kannada district,363684,664098740.3597008,2018,karnataka,3
hassan district,209392,437626349.28732896,2018,karnataka,3
dharwad district,431588,662938245.6847134,2018,karnataka,3
shivamogga district,214984,403295006.78298324,2018,karnataka,3
udupi district,192716,367215858.6763589,2018,karnataka,3
gadag district,125458,183892465.80073494,2018,karnataka,3
mysuru district,992071,1934191959.7463405,2018,karnataka,4
chitradurga district,260875,546653636.718746,2018,karnataka,4
kalaburagi district,484662,1051812356.8478899,2018,karnataka,4
ramanagara district,439026,851555945.1183145,2018,karnataka,4
mandya district,344532,720190472.7213624,2018,karnataka,4
kodagu district,86516,173960980.54396644,2018,karnataka,4
chikkamagaluru district,168715,342427224.4189781,2018,karnataka,4
haveri district,185161,339306947.5389293,2018,karnataka,4
ballari district,706744,1433381270.7836392,2018,karnataka,4
belagavi district,790074,1380889164.00907,2018,karnataka,4
kolar district,560804,972325521.2040188,2018,karnataka,4
uttara kannada district,243522,422226740.12537265,2018,karnataka,4
tumakuru district,546317,1135663144.6698978,2018,karnataka,4
yadgir district,145371,362358443.4741473,2018,karnataka,4
bengaluru urban district,33061353,50279165003.07312,2018,karnataka,4
chikkaballapura district,362252,695025056.5925088,2018,karnataka,4
davanagere district,406502,772186269.0594003,2018,karnataka,4
bagalkote district,378816,616194423.7795491,2018,karnataka,4
vijayapura district,407819,851094200.8525147,2018,karnataka,4
koppal district,204253,424705014.54504216,2018,karnataka,4
bidar district,420152,906044599.8161691,2018,karnataka,4
bengaluru rural district,809772,1521114253.9508784,2018,karnataka,4
raichur district,392004,829979589.5310304,2018,karnataka,4
chamarajanagara district,108505,203176036.8450142,2018,karnataka,4
dakshina kannada district,572445,1035756925.1271486,2018,karnataka,4
hassan district,313128,708379494.3534096,2018,karnataka,4
dharwad district,632389,1056146644.1909373,2018,karnataka,4
shivamogga district,305791,615205068.1171639,2018,karnataka,4
udupi district,300804,535630124.88923,2018,karnataka,4
gadag district,181696,291640063.42841136,2018,karnataka,4
muzaffarabad district,5151,19960049.91358368,2022,jammu-&-kashmir,1
doda district,243924,421316780.2833054,2022,jammu-&-kashmir,1
samba district,588078,1229539785.5198188,2022,jammu-&-kashmir,1
mirpur district,38244,124084071.18939105,2022,jammu-&-kashmir,1
srinagar district,2743701,5949336258.494824,2022,jammu-&-kashmir,1
baramulla district,877608,1607194898.3390284,2022,jammu-&-kashmir,1
jammu district,5510056,11881749307.528316,2022,jammu-&-kashmir,1
ganderbal district,210863,345901039.9280174,2022,jammu-&-kashmir,1
udhampur district,729905,1568037829.8497906,2022,jammu-&-kashmir,1
bandipore district,259483,442350711.2491821,2022,jammu-&-kashmir,1
reasi district,362457,730878668.0515049,2022,jammu-&-kashmir,1
shopian district,162032,256594552.48595798,2022,jammu-&-kashmir,1
poonch district,242450,638025507.382849,2022,jammu-&-kashmir,1
kathua district,608852,1177353985.585809,2022,jammu-&-kashmir,1
kishtwar district,142061,253794904.9452212,2022,jammu-&-kashmir,1
pulwama district,508605,1004677770.5886711,2022,jammu-&-kashmir,1
ramban district,212611,426250571.16478634,2022,jammu-&-kashmir,1
rajouri district,397302,1014911355.8101926,2022,jammu-&-kashmir,1
kulgam district,300260,402883161.9725286,2022,jammu-&-kashmir,1
budgam district,718312,1319712135.4938066,2022,jammu-&-kashmir,1
anantnag district,728868,1032527025.5719063,2022,jammu-&-kashmir,1
kupwara district,654488,1300783254.8105645,2022,jammu-&-kashmir,1
muzaffarabad district,10444,33449179.766689982,2022,jammu-&-kashmir,2
doda district,339886,563086389.1667428,2022,jammu-&-kashmir,2
samba district,783532,1573110669.1012697,2022,jammu-&-kashmir,2
mirpur district,56603,166355428.48376888,2022,jammu-&-kashmir,2
srinagar district,4660647,9640282801.134443,2022,jammu-&-kashmir,2
baramulla district,1226879,2154959862.6085277,2022,jammu-&-kashmir,2
jammu district,7441002,14880950856.224466,2022,jammu-&-kashmir,2
ganderbal district,408175,736411674.659951,2022,jammu-&-kashmir,2
udhampur district,947548,1877648827.4614248,2022,jammu-&-kashmir,2
bandipore district,360875,621882624.2601936,2022,jammu-&-kashmir,2
reasi district,548687,1063805328.4910237,2022,jammu-&-kashmir,2
shopian district,268677,434290103.6395203,2022,jammu-&-kashmir,2
poonch district,357832,884012060.8643444,2022,jammu-&-kashmir,2
kathua district,817009,1514113031.121934,2022,jammu-&-kashmir,2
kishtwar district,188126,322575247.5125381,2022,jammu-&-kashmir,2
pulwama district,790442,1527002272.083313,2022,jammu-&-kashmir,2
ramban district,320262,607095737.0299164,2022,jammu-&-kashmir,2
rajouri district,565064,1321641184.8698494,2022,jammu-&-kashmir,2
kulgam district,479844,650870806.9906567,2022,jammu-&-kashmir,2
budgam district,1052343,1977187447.2169597,2022,jammu-&-kashmir,2
anantnag district,1214291,1884518051.065606,2022,jammu-&-kashmir,2
kupwara district,975579,1819041252.88245,2022,jammu-&-kashmir,2
muzaffarabad district,12533,36613737.026607536,2022,jammu-&-kashmir,3
doda district,373904,609472501.3634437,2022,jammu-&-kashmir,3
samba district,842829,1581915447.7990084,2022,jammu-&-kashmir,3
mirpur district,57562,165963511.14880985,2022,jammu-&-kashmir,3
srinagar district,2447805,4804161643.106109,2022,jammu-&-kashmir,3
baramulla district,1311393,2203515919.7910256,2022,jammu-&-kashmir,3
jammu district,7526503,13607597636.170393,2022,jammu-&-kashmir,3
ganderbal district,472648,930632192.6087635,2022,jammu-&-kashmir,3
udhampur district,997199,1863833971.9477148,2022,jammu-&-kashmir,3
bandipore district,386029,668983199.9584781,2022,jammu-&-kashmir,3
reasi district,570648,1072011932.774343,2022,jammu-&-kashmir,3
shopian district,320567,501659068.4017532,2022,jammu-&-kashmir,3
poonch district,388681,897489057.0183108,2022,jammu-&-kashmir,3
kathua district,834884,1473463666.339784,2022,jammu-&-kashmir,3
kishtwar district,225295,396196222.3084749,2022,jammu-&-kashmir,3
pulwama district,847472,1623093820.1695747,2022,jammu-&-kashmir,3
ramban district,366778,680698346.3950101,2022,jammu-&-kashmir,3
rajouri district,579577,1320001714.339793,2022,jammu-&-kashmir,3
kulgam district,539004,763535701.9158515,2022,jammu-&-kashmir,3
budgam district,1140418,1992489881.6152542,2022,jammu-&-kashmir,3
anantnag district,1263844,1939518538.6283112,2022,jammu-&-kashmir,3
kupwara district,1028821,1830706791.4213793,2022,jammu-&-kashmir,3
muzaffarabad district,14832,35055780.855990365,2022,jammu-&-kashmir,4
doda district,513476,629795395.8400228,2022,jammu-&-kashmir,4
samba district,1025985,1822006887.441403,2022,jammu-&-kashmir,4
mirpur district,72961,184917178.2132864,2022,jammu-&-kashmir,4
srinagar district,3176470,5356773720.96018,2022,jammu-&-kashmir,4
baramulla district,1599504,2370515820.01391,2022,jammu-&-kashmir,4
jammu district,9213783,15674936388.296492,2022,jammu-&-kashmir,4
ganderbal district,411732,597517710.9861526,2022,jammu-&-kashmir,4
udhampur district,1227109,2035000646.9887607,2022,jammu-&-kashmir,4
bandipore district,451513,626896193.6954811,2022,jammu-&-kashmir,4
reasi district,700011,1146621584.5183542,2022,jammu-&-kashmir,4
shopian district,402989,610805803.8629034,2022,jammu-&-kashmir,4
poonch district,538857,1050594398.560792,2022,jammu-&-kashmir,4
kathua district,1035799,1765328885.276795,2022,jammu-&-kashmir,4
kishtwar district,283374,387202223.58237594,2022,jammu-&-kashmir,4
pulwama district,963378,1594427876.0287037,2022,jammu-&-kashmir,4
ramban district,438060,692350601.4061894,2022,jammu-&-kashmir,4
rajouri district,726588,1476623503.222388,2022,jammu-&-kashmir,4
kulgam district,654424,837066487.4013662,2022,jammu-&-kashmir,4
budgam district,1306982,1932170615.5444055,2022,jammu-&-kashmir,4
anantnag district,1338553,1684090753.6075988,2022,jammu-&-kashmir,4
kupwara district,1219778,1804597459.1902237,2022,jammu-&-kashmir,4
muzaffarabad district,40747,66093964.0,2024,jammu-&-kashmir,1
doda district,1698725,1803820761.0,2024,jammu-&-kashmir,1
samba district,3596063,4686290713.0,2024,jammu-&-kashmir,1
mirpur district,232220,412413801.0,2024,jammu-&-kashmir,1
srinagar district,6986808,9356469544.0,2024,jammu-&-kashmir,1
baramulla district,5226975,6071530650.0,2024,jammu-&-kashmir,1
jammu district,19249444,25207763123.0,2024,jammu-&-kashmir,1
ganderbal district,1242894,1400242655.0,2024,jammu-&-kashmir,1
udhampur district,3997488,5290784055.0,2024,jammu-&-kashmir,1
bandipore district,1434008,1477623697.0,2024,jammu-&-kashmir,1
reasi district,2407000,3091231846.0,2024,jammu-&-kashmir,1
shopian district,1343419,1290884288.0,2024,jammu-&-kashmir,1
poonch district,1915682,2790015980.0,2024,jammu-&-kashmir,1
kathua district,3624676,4828507691.0,2024,jammu-&-kashmir,1
kishtwar district,981291,1056960046.0,2024,jammu-&-kashmir,1
pulwama district,2847167,3669354561.0,2024,jammu-&-kashmir,1
ramban district,1407020,1662336955.0,2024,jammu-&-kashmir,1
rajouri district,2835974,4275411889.0,2024,jammu-&-kashmir,1
kulgam district,2067915,1924634062.0,2024,jammu-&-kashmir,1
budgam district,3901134,4842048433.0,2024,jammu-&-kashmir,1
anantnag district,4038432,4233564352.0,2024,jammu-&-kashmir,1
kupwara district,4041273,4522945875.0,2024,jammu-&-kashmir,1
muzaffarabad district,65577,100826848.0,2024,jammu-&-kashmir,2
doda district,2679397,2667588905.0,2024,jammu-&-kashmir,2
samba district,4620692,5474959303.0,2024,jammu-&-kashmir,2
mirpur district,319223,512669354.0,2024,jammu-&-kashmir,2
srinagar district,11316460,15196627474.0,2024,jammu-&-kashmir,2
baramulla district,7834503,8635637375.0,2024,jammu-&-kashmir,2
jammu district,23088400,28435751371.0,2024,jammu-&-kashmir,2
ganderbal district,2230686,2621912367.0,2024,jammu-&-kashmir,2
udhampur district,5214431,6456449469.0,2024,jammu-&-kashmir,2
bandipore district,2289271,2345106063.0,2024,jammu-&-kashmir,2
reasi district,3373533,4223794014.0,2024,jammu-&-kashmir,2
shopian district,2391199,2264967456.0,2024,jammu-&-kashmir,2
poonch district,3101626,4348843838.0,2024,jammu-&-kashmir,2
kathua district,4614808,5739551473.0,2024,jammu-&-kashmir,2
kishtwar district,1446675,1502146597.0,2024,jammu-&-kashmir,2
pulwama district,4536020,5698575451.0,2024,jammu-&-kashmir,2
ramban district,2117113,2432404915.0,2024,jammu-&-kashmir,2
rajouri district,4173589,5772236542.0,2024,jammu-&-kashmir,2
kulgam district,3477040,3155159074.0,2024,jammu-&-kashmir,2
budgam district,5873320,7125943551.0,2024,jammu-&-kashmir,2
anantnag district,7004398,7478897629.0,2024,jammu-&-kashmir,2
kupwara district,6411053,6871707842.0,2024,jammu-&-kashmir,2
muzaffarabad district,20128,51235460.0,2023,jammu-&-kashmir,1
doda district,865832,963594006.0,2023,jammu-&-kashmir,1
samba district,1784289,2881890615.0,2023,jammu-&-kashmir,1
mirpur district,126701,289931459.0,2023,jammu-&-kashmir,1
srinagar district,3695677,5650181266.0,2023,jammu-&-kashmir,1
baramulla district,2752305,3542417579.0,2023,jammu-&-kashmir,1
jammu district,10062633,15395688639.0,2023,jammu-&-kashmir,1
ganderbal district,644922,800267495.0,2023,jammu-&-kashmir,1
udhampur district,2150992,3199398064.0,2023,jammu-&-kashmir,1
bandipore district,754833,915148396.0,2023,jammu-&-kashmir,1
reasi district,1233189,1862756570.0,2023,jammu-&-kashmir,1
shopian district,623973,739993898.0,2023,jammu-&-kashmir,1
poonch district,897818,1517844484.0,2023,jammu-&-kashmir,1
kathua district,1772544,2772584597.0,2023,jammu-&-kashmir,1
kishtwar district,487478,569176836.0,2023,jammu-&-kashmir,1
pulwama district,1576453,2301558160.0,2023,jammu-&-kashmir,1
ramban district,772706,1041150660.0,2023,jammu-&-kashmir,1
rajouri district,1314677,2352043692.0,2023,jammu-&-kashmir,1
kulgam district,1057703,1040759344.0,2023,jammu-&-kashmir,1
budgam district,2135840,2875364245.0,2023,jammu-&-kashmir,1
anantnag district,2186498,2447319229.0,2023,jammu-&-kashmir,1
kupwara district,2010053,2711442887.0,2023,jammu-&-kashmir,1
muzaffarabad district,35337,65849840.0,2023,jammu-&-kashmir,2
doda district,1230358,1389627752.0,2023,jammu-&-kashmir,2
samba district,2462291,3578070894.0,2023,jammu-&-kashmir,2
mirpur district,183099,376011800.0,2023,jammu-&-kashmir,2
srinagar district,5798618,9057848812.0,2023,jammu-&-kashmir,2
baramulla district,3950312,5012742718.0,2023,jammu-&-kashmir,2
jammu district,12519665,18093034879.0,2023,jammu-&-kashmir,2
ganderbal district,1094888,1523913758.0,2023,jammu-&-kashmir,2
udhampur district,2810698,4021272291.0,2023,jammu-&-kashmir,2
bandipore district,1065502,1344236762.0,2023,jammu-&-kashmir,2
reasi district,1749496,2622419268.0,2023,jammu-&-kashmir,2
shopian district,989787,1103187221.0,2023,jammu-&-kashmir,2
poonch district,1340547,2319474214.0,2023,jammu-&-kashmir,2
kathua district,2417101,3367803832.0,2023,jammu-&-kashmir,2
kishtwar district,663666,813628523.0,2023,jammu-&-kashmir,2
pulwama district,2254773,3358021119.0,2023,jammu-&-kashmir,2
ramban district,1125339,1467712387.0,2023,jammu-&-kashmir,2
rajouri district,1846860,3125635603.0,2023,jammu-&-kashmir,2
kulgam district,1628248,1640404531.0,2023,jammu-&-kashmir,2
budgam district,3062613,4214975804.0,2023,jammu-&-kashmir,2
anantnag district,3335448,3997881663.0,2023,jammu-&-kashmir,2
kupwara district,3023653,4036251709.0,2023,jammu-&-kashmir,2
muzaffarabad district,43317,92613431.0,2023,jammu-&-kashmir,3
doda district,1389865,1662178991.0,2023,jammu-&-kashmir,3
samba district,2803963,3799380535.0,2023,jammu-&-kashmir,3
mirpur district,182955,360260789.0,2023,jammu-&-kashmir,3
srinagar district,7003470,9995586701.0,2023,jammu-&-kashmir,3
baramulla district,4764647,5690607706.0,2023,jammu-&-kashmir,3
jammu district,14432102,19883917524.0,2023,jammu-&-kashmir,3
ganderbal district,1518152,2303133445.0,2023,jammu-&-kashmir,3
udhampur district,3051454,4231599879.0,2023,jammu-&-kashmir,3
bandipore district,1276481,1596055809.0,2023,jammu-&-kashmir,3
reasi district,1898355,2602430820.0,2023,jammu-&-kashmir,3
shopian district,1189432,1294714599.0,2023,jammu-&-kashmir,3
poonch district,1478439,2362346048.0,2023,jammu-&-kashmir,3
kathua district,2707886,3791246562.0,2023,jammu-&-kashmir,3
kishtwar district,798927,1004496567.0,2023,jammu-&-kashmir,3
pulwama district,2662125,3873276450.0,2023,jammu-&-kashmir,3
ramban district,1292908,1777537378.0,2023,jammu-&-kashmir,3
rajouri district,2098826,3436523552.0,2023,jammu-&-kashmir,3
kulgam district,1931905,1983213851.0,2023,jammu-&-kashmir,3
budgam district,3693931,4944326402.0,2023,jammu-&-kashmir,3
anantnag district,4122154,4972376475.0,2023,jammu-&-kashmir,3
kupwara district,3562285,4358324912.0,2023,jammu-&-kashmir,3
muzaffarabad district,45913,88114272.0,2023,jammu-&-kashmir,4
doda district,1522265,1782463386.0,2023,jammu-&-kashmir,4
samba district,3222238,4395996752.0,2023,jammu-&-kashmir,4
mirpur district,207425,403390530.0,2023,jammu-&-kashmir,4
srinagar district,7074012,10113352740.0,2023,jammu-&-kashmir,4
baramulla district,5009274,6414810534.0,2023,jammu-&-kashmir,4
jammu district,16836698,23295898530.0,2023,jammu-&-kashmir,4
ganderbal district,1239072,1587488854.0,2023,jammu-&-kashmir,4
udhampur district,3516389,4822653780.0,2023,jammu-&-kashmir,4
bandipore district,1337160,1583429415.0,2023,jammu-&-kashmir,4
reasi district,2204425,2902563933.0,2023,jammu-&-kashmir,4
shopian district,1358140,1705185937.0,2023,jammu-&-kashmir,4
poonch district,1611652,2568995996.0,2023,jammu-&-kashmir,4
kathua district,3271541,4645358981.0,2023,jammu-&-kashmir,4
kishtwar district,838700,1009423446.0,2023,jammu-&-kashmir,4
pulwama district,2718256,3937047720.0,2023,jammu-&-kashmir,4
ramban district,1353636,1727315306.0,2023,jammu-&-kashmir,4
rajouri district,2348353,3744674648.0,2023,jammu-&-kashmir,4
kulgam district,2038643,2300544081.0,2023,jammu-&-kashmir,4
budgam district,3782455,4948841420.0,2023,jammu-&-kashmir,4
anantnag district,3898355,4563638521.0,2023,jammu-&-kashmir,4
kupwara district,3732530,4528952978.0,2023,jammu-&-kashmir,4
muzaffarabad district,309,802634.3065277553,2019,jammu-&-kashmir,1
doda district,19704,52638941.01283811,2019,jammu-&-kashmir,1
samba district,51437,119636659.29644221,2019,jammu-&-kashmir,1
mirpur district,4690,17006249.140305094,2019,jammu-&-kashmir,1
srinagar district,310516,595281412.755115,2019,jammu-&-kashmir,1
baramulla district,164873,235373167.04939288,2019,jammu-&-kashmir,1
jammu district,336553,880021398.3075252,2019,jammu-&-kashmir,1
ganderbal district,44270,53435135.4465961,2019,jammu-&-kashmir,1
udhampur district,61146,165236170.74876732,2019,jammu-&-kashmir,1
bandipore district,41790,57896061.76627199,2019,jammu-&-kashmir,1
reasi district,27880,66524100.007024944,2019,jammu-&-kashmir,1
shopian district,18043,29280786.002076503,2019,jammu-&-kashmir,1
poonch district,1923655,2702486522.9746447,2019,jammu-&-kashmir,1
kathua district,65843,123437204.57869422,2019,jammu-&-kashmir,1
kishtwar district,8801,24577316.528928503,2019,jammu-&-kashmir,1
pulwama district,73558,128624249.28698528,2019,jammu-&-kashmir,1
ramban district,21258,51349078.85543774,2019,jammu-&-kashmir,1
rajouri district,45577,133203926.99960737,2019,jammu-&-kashmir,1
kulgam district,64816,58528128.30016053,2019,jammu-&-kashmir,1
budgam district,141988,182507224.81175336,2019,jammu-&-kashmir,1
anantnag district,92467,115882661.62980533,2019,jammu-&-kashmir,1
kupwara district,65813,158106446.71607158,2019,jammu-&-kashmir,1
muzaffarabad district,358,1356184.7873196776,2019,jammu-&-kashmir,2
doda district,25374,74037772.87435512,2019,jammu-&-kashmir,2
samba district,54413,142027333.5175769,2019,jammu-&-kashmir,2
mirpur district,5820,25540990.107606493,2019,jammu-&-kashmir,2
srinagar district,721517,1997435095.3858333,2019,jammu-&-kashmir,2
baramulla district,150503,324305667.3040718,2019,jammu-&-kashmir,2
jammu district,532412,1521238563.9344492,2019,jammu-&-kashmir,2
ganderbal district,42072,87050223.77363622,2019,jammu-&-kashmir,2
udhampur district,70405,212612443.68697757,2019,jammu-&-kashmir,2
bandipore district,41227,86691218.6373212,2019,jammu-&-kashmir,2
reasi district,35425,91038294.73353264,2019,jammu-&-kashmir,2
shopian district,19607,47839036.06601636,2019,jammu-&-kashmir,2
poonch district,38370,120247830.87705097,2019,jammu-&-kashmir,2
kathua district,62989,140667309.65092766,2019,jammu-&-kashmir,2
kishtwar district,13465,36238981.23104668,2019,jammu-&-kashmir,2
pulwama district,72486,192069086.39596564,2019,jammu-&-kashmir,2
ramban district,32101,87397686.35956638,2019,jammu-&-kashmir,2
rajouri district,59741,189339489.0274282,2019,jammu-&-kashmir,2
kulgam district,47276,70172206.0431724,2019,jammu-&-kashmir,2
budgam district,118107,244724342.9971184,2019,jammu-&-kashmir,2
anantnag district,76968,176892916.91069663,2019,jammu-&-kashmir,2
kupwara district,75719,231219527.26181516,2019,jammu-&-kashmir,2
muzaffarabad district,289,878367.6864000999,2019,jammu-&-kashmir,3
doda district,13665,39001610.496151924,2019,jammu-&-kashmir,3
samba district,32337,83363005.10981622,2019,jammu-&-kashmir,3
mirpur district,3501,11882521.929194864,2019,jammu-&-kashmir,3
srinagar district,329195,1391918063.9301224,2019,jammu-&-kashmir,3
baramulla district,55226,164311812.1144624,2019,jammu-&-kashmir,3
jammu district,275239,885413982.5256196,2019,jammu-&-kashmir,3
ganderbal district,20047,58009547.84811531,2019,jammu-&-kashmir,3
udhampur district,43153,135163022.78214857,2019,jammu-&-kashmir,3
bandipore district,15986,42396418.66176845,2019,jammu-&-kashmir,3
reasi district,22807,59225448.98924215,2019,jammu-&-kashmir,3
shopian district,7786,16229882.153781377,2019,jammu-&-kashmir,3
poonch district,23270,75145778.40317626,2019,jammu-&-kashmir,3
kathua district,42083,90084615.95369668,2019,jammu-&-kashmir,3
kishtwar district,7443,21173636.241557535,2019,jammu-&-kashmir,3
pulwama district,33089,104266797.68078922,2019,jammu-&-kashmir,3
ramban district,23615,69645588.74289,2019,jammu-&-kashmir,3
rajouri district,34386,112169651.6625633,2019,jammu-&-kashmir,3
kulgam district,17217,33851231.999382496,2019,jammu-&-kashmir,3
budgam district,41566,114191268.29962389,2019,jammu-&-kashmir,3
anantnag district,39325,117282515.54028721,2019,jammu-&-kashmir,3
kupwara district,35301,118625723.03167562,2019,jammu-&-kashmir,3
muzaffarabad district,13,33490.7377982426,2019,jammu-&-kashmir,4
